url_length,host_length,path_length,num_dots,num_hyphens,num_digits,num_slashes,has_at_symbol,has_raw_ip,digit_ratio,label
43,11,32,1,3,0,4,0,0,0.0,0
98,25,73,4,4,3,6,0,0,0.031,1
12,6,6,1,0,0,1,0,0,0.0,0
33,10,23,1,1,4,3,0,0,0.121,0
26,11,15,1,0,0,3,0,0,0.0,0
30,14,16,4,0,12,2,0,1,0.4,1
83,25,58,5,4,3,5,0,0,0.036,1
21,7,14,1,0,0,1,0,0,0.0,0
38,10,28,1,3,14,2,0,0,0.368,0
114,25,89,5,10,3,5,0,0,0.026,1
28,21,7,4,0,17,1,0,0,0.607,1
89,25,64,4,3,6,5,0,0,0.067,1
31,10,21,1,0,0,2,0,0,0.0,0
28,21,7,4,0,17,1,0,0,0.607,1
23,15,8,1,1,0,1,0,0,0.0,0
22,10,12,1,0,0,2,0,0,0.0,0
30,13,17,1,2,0,1,0,0,0.0,0
16,12,4,3,0,9,1,0,1,0.562,1
25,18,7,4,0,14,1,0,0,0.56,1
19,15,4,3,0,14,1,0,1,0.737,1
27,20,7,4,0,16,1,0,0,0.593,1
84,25,59,4,1,5,6,0,0,0.06,1
21,12,9,1,0,0,2,0,0,0.0,0
31,12,19,4,0,11,1,0,1,0.355,1
20,18,2,3,0,14,1,0,0,0.7,1
47,13,34,5,0,10,2,0,1,0.213,1
40,11,29,1,0,3,2,0,0,0.075,0
19,12,7,3,0,12,1,0,1,0.632,1
38,14,24,1,2,0,2,0,0,0.0,0
31,11,20,1,0,0,3,0,0,0.0,0
40,14,26,1,2,0,3,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
19,10,9,1,0,0,1,0,0,0.0,0
25,18,7,4,0,14,1,0,0,0.56,1
19,12,7,3,0,12,1,0,1,0.632,1
84,25,59,4,1,2,7,0,0,0.024,1
44,9,35,1,1,0,3,0,0,0.0,0
89,25,64,4,1,2,5,0,0,0.022,1
21,19,2,3,0,15,1,0,0,0.714,1
23,21,2,3,0,17,1,0,0,0.739,1
38,15,23,5,0,12,2,0,1,0.316,1
35,8,27,1,2,0,1,0,0,0.0,0
