url_length,host_length,path_length,num_dots,num_hyphens,num_digits,num_slashes,has_at_symbol,has_raw_ip,digit_ratio,label
25,18,7,4,0,14,1,0,0,0.56,1
18,11,7,3,0,13,1,0,1,0.722,1
107,6,101,4,4,5,6,0,0,0.047,0
42,7,35,1,1,0,2,0,0,0.0,0
132,9,123,2,13,12,4,0,0,0.091,0
54,16,38,2,0,14,4,0,0,0.259,0
109,6,103,4,5,5,6,0,0,0.046,0
20,12,8,3,0,10,1,0,1,0.5,1
26,19,7,4,0,15,1,0,0,0.577,1
20,12,8,1,0,0,1,0,0,0.0,0
37,11,26,1,1,0,3,0,0,0.0,0
27,11,16,1,0,0,3,0,0,0.0,0
28,15,13,1,0,0,3,0,0,0.0,0
18,11,7,3,0,11,1,0,1,0.611,1
32,13,19,3,0,10,2,0,1,0.312,1
22,20,2,3,0,16,1,0,0,0.727,1
27,17,10,2,0,3,2,0,0,0.111,1
19,12,7,3,0,12,1,0,1,0.632,1
56,19,37,2,4,21,1,0,0,0.375,1
144,25,119,4,5,5,5,0,0,0.035,1
28,12,16,2,0,0,2,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
99,25,74,4,5,5,5,0,0,0.051,1
22,20,2,3,0,16,1,0,0,0.727,1
28,21,7,4,0,17,1,0,0,0.607,1
42,7,35,1,1,0,4,0,0,0.0,0
23,21,2,3,0,17,1,0,0,0.739,1
79,10,69,1,2,0,6,0,0,0.0,1
33,12,21,1,0,0,2,0,0,0.0,0
15,11,4,1,0,0,2,0,0,0.0,0
115,6,109,4,5,5,6,0,0,0.043,0
79,25,54,4,0,2,5,0,0,0.025,1
18,10,8,1,0,0,1,0,0,0.0,0
48,11,37,2,0,5,4,0,0,0.104,0
19,7,12,1,1,0,1,0,0,0.0,0
21,9,12,1,0,0,3,0,0,0.0,0
25,15,10,1,0,1,3,0,0,0.04,0
98,25,73,5,2,6,5,0,0,0.061,1
18,8,10,1,0,0,1,0,0,0.0,0
29,15,14,1,1,0,1,0,0,0.0,0
18,9,9,1,0,0,1,0,0,0.0,0
40,9,31,1,2,0,2,0,0,0.0,0
116,11,105,2,11,13,5,0,0,0.112,0
64,20,44,2,4,23,1,0,0,0.359,1
110,25,85,4,1,4,5,0,0,0.036,1
21,12,9,4,0,9,1,0,1,0.429,1
30,12,18,4,0,12,2,0,1,0.4,1
38,10,28,1,3,14,2,0,0,0.368,0
144,25,119,4,7,5,5,0,0,0.035,1
37,14,23,5,0,11,2,0,1,0.297,1
91,14,77,3,3,1,7,0,0,0.011,0
31,12,19,2,0,0,2,0,0,0.0,0
138,25,113,4,9,2,5,0,0,0.014,1
26,19,7,4,0,15,1,0,0,0.577,1
17,11,6,1,0,0,1,0,0,0.0,0
21,19,2,3,0,15,1,0,0,0.714,1
100,25,75,4,3,2,5,0,0,0.02,1
25,18,7,4,0,14,1,0,0,0.56,1
21,19,2,3,0,15,1,0,0,0.714,1
35,12,23,5,0,9,2,0,1,0.257,1
43,16,27,1,1,0,3,0,0,0.0,0
18,14,4,3,0,12,1,0,1,0.667,1
29,7,22,1,0,0,2,0,0,0.0,0
28,21,7,4,0,17,1,0,0,0.607,1
19,14,5,3,0,11,1,0,1,0.579,1
19,12,7,3,0,12,1,0,1,0.632,1
77,25,52,4,0,3,6,0,0,0.039,1
29,10,19,1,1,0,2,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
72,16,56,2,0,3,1,0,0,0.042,1
18,9,9,1,0,0,1,0,0,0.0,0
70,25,45,4,0,5,5,0,0,0.071,1
19,9,10,1,1,0,1,0,0,0.0,0
47,9,38,2,0,0,4,0,0,0.0,0
34,11,23,1,0,0,5,0,0,0.0,0
46,10,36,1,3,0,3,0,0,0.0,0
58,13,45,4,0,26,2,0,1,0.448,1
99,25,74,4,2,6,5,0,0,0.061,1
32,7,25,1,0,0,3,0,0,0.0,0
28,12,16,4,0,13,2,0,1,0.464,1
41,12,29,1,1,3,3,0,0,0.073,0
160,25,135,4,15,2,5,0,0,0.013,1
27,20,7,4,0,16,1,0,0,0.593,1
19,13,6,3,0,12,1,0,1,0.632,1
21,19,2,3,0,15,1,0,0,0.714,1
69,7,62,1,6,8,5,0,0,0.116,0
25,18,7,4,0,14,1,0,0,0.56,1
49,10,39,2,1,0,4,0,0,0.0,0
66,29,37,2,4,24,1,0,0,0.364,1
34,9,25,1,1,0,2,0,0,0.0,0
25,18,7,4,0,14,1,0,0,0.56,1
18,11,7,3,0,9,1,0,1,0.5,1
56,10,46,2,1,4,5,0,0,0.071,0
24,17,7,4,0,13,1,0,0,0.542,1
24,10,14,1,1,0,2,0,0,0.0,0
54,16,38,2,0,9,4,0,0,0.167,0
35,17,18,2,0,2,2,0,0,0.057,1
55,9,46,3,1,5,4,0,0,0.091,0
26,15,11,1,0,0,2,0,0,0.0,0
51,14,37,1,2,0,3,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
18,15,3,1,0,0,1,0,0,0.0,0
29,13,16,4,0,10,2,0,1,0.345,1
32,21,11,3,0,2,1,0,0,0.062,1
18,11,7,1,1,0,2,0,0,0.0,0
62,11,51,3,1,9,4,0,0,0.145,0
36,11,25,1,1,0,5,0,0,0.0,0
20,15,5,3,0,12,1,0,1,0.6,1
26,19,7,4,0,15,1,0,0,0.577,1
65,28,37,2,4,20,1,0,0,0.308,1
37,7,30,2,0,0,3,0,0,0.0,0
29,17,12,2,0,3,2,0,0,0.103,1
37,11,26,2,0,0,2,0,0,0.0,0
18,14,4,2,0,0,1,0,0,0.0,1
17,12,5,3,0,10,1,0,1,0.588,1
13,6,7,1,0,2,2,0,0,0.154,1
109,25,84,4,3,6,6,0,0,0.055,1
24,12,12,1,2,0,1,0,0,0.0,0
29,18,11,1,2,0,3,0,0,0.0,0
32,15,17,4,0,12,2,0,1,0.375,1
38,10,28,1,3,13,2,0,0,0.342,0
48,11,37,2,0,5,4,0,0,0.104,0
31,11,20,1,0,0,4,0,0,0.0,0
34,9,25,2,1,0,3,0,0,0.0,0
73,25,48,4,3,2,5,0,0,0.027,1
47,11,36,1,3,0,4,0,0,0.0,0
38,10,28,1,0,0,3,0,0,0.0,0
96,25,71,4,2,6,6,0,0,0.062,1
28,10,18,2,0,1,2,0,0,0.036,0
37,11,26,1,0,0,4,0,0,0.0,0
31,9,22,1,2,0,3,0,0,0.0,0
28,9,19,1,0,0,3,0,0,0.0,0
29,12,17,1,0,0,3,0,0,0.0,0
32,13,19,4,0,14,2,0,1,0.438,1
32,12,20,1,0,0,2,0,0,0.0,0
20,8,12,1,0,0,1,0,0,0.0,0
64,27,37,2,4,23,1,0,0,0.359,1
26,19,7,4,0,15,1,0,0,0.577,1
28,6,22,1,1,0,2,0,0,0.0,0
20,15,5,3,0,14,1,0,1,0.7,1
21,19,2,3,0,15,1,0,0,0.714,1
14,11,3,1,0,0,1,0,0,0.0,0
27,16,11,3,0,2,1,0,0,0.074,1
19,7,12,2,0,0,1,0,0,0.0,0
22,13,9,1,0,0,1,0,0,0.0,0
88,25,63,4,2,8,5,0,0,0.091,1
24,11,13,1,1,0,2,0,0,0.0,0
26,16,10,1,0,0,2,0,0,0.0,0
16,11,5,1,0,0,2,0,0,0.0,0
20,18,2,3,0,14,1,0,0,0.7,1
29,15,14,1,0,0,3,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
83,25,58,4,2,7,5,0,0,0.084,1
20,11,9,1,0,0,2,0,0,0.0,0
21,11,10,1,0,0,1,0,0,0.0,0
113,25,88,5,7,3,5,0,0,0.027,1
59,7,52,2,3,4,5,0,0,0.068,0
17,12,5,3,0,10,1,0,1,0.588,1
36,9,27,3,0,0,2,0,0,0.0,0
25,9,16,1,1,0,1,0,0,0.0,0
19,12,7,3,0,14,1,0,1,0.737,1
22,20,2,3,0,16,1,0,0,0.727,1
31,10,21,1,1,0,2,0,0,0.0,0
69,9,60,1,5,8,4,0,0,0.116,0
37,13,24,1,1,0,2,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
70,26,44,2,4,22,1,0,0,0.314,1
43,7,36,1,1,0,3,0,0,0.0,0
108,25,83,5,2,6,5,0,0,0.056,1
27,9,18,1,0,0,2,0,0,0.0,0
126,9,117,5,0,25,10,0,0,0.198,0
15,11,4,1,0,0,2,0,0,0.0,0
41,10,31,1,1,0,2,0,0,0.0,0
36,13,23,1,2,0,1,0,0,0.0,0
23,21,2,3,0,17,1,0,0,0.739,1
21,19,2,3,0,15,1,0,0,0.714,1
122,25,97,4,1,4,7,0,0,0.033,1
27,19,8,1,0,0,1,0,0,0.0,0
15,11,4,1,0,0,2,0,0,0.0,0
26,19,7,4,0,16,1,0,0,0.615,1
90,25,65,4,2,2,5,0,0,0.022,1
20,18,2,3,0,14,1,0,0,0.7,1
48,11,37,2,1,3,4,0,0,0.062,0
30,10,20,2,1,0,2,0,0,0.0,0
29,9,20,1,0,0,2,0,0,0.0,0
21,19,2,3,0,15,1,0,0,0.714,1
28,10,18,1,0,0,3,0,0,0.0,0
46,8,38,3,0,5,2,0,0,0.109,0
142,25,117,5,7,6,7,0,0,0.042,1
56,19,37,2,4,21,1,0,0,0.375,1
26,11,15,1,1,0,2,0,0,0.0,0
25,13,12,4,0,14,1,0,1,0.56,1
26,19,7,4,0,15,1,0,0,0.577,1
29,13,16,4,0,12,2,0,1,0.414,1
54,14,40,2,3,5,3,0,0,0.093,0
26,10,16,1,1,0,2,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
38,12,26,4,0,11,2,0,1,0.289,1
41,10,31,1,2,0,3,0,0,0.0,0
41,11,30,1,1,0,3,0,0,0.0,0
36,10,26,1,1,0,3,0,0,0.0,0
39,7,32,1,2,0,2,0,0,0.0,0
61,13,48,4,1,30,3,0,1,0.492,1
30,10,20,1,1,0,2,0,0,0.0,0
49,13,36,3,1,3,2,0,0,0.061,1
27,16,11,2,0,2,2,0,0,0.074,1
33,13,20,1,1,0,1,0,0,0.0,0
31,9,22,1,0,0,2,0,0,0.0,0
32,9,23,1,1,0,2,0,0,0.0,0
81,25,56,4,1,5,5,0,0,0.062,1
175,11,164,1,20,11,5,0,0,0.063,0
88,11,77,1,9,8,5,0,0,0.091,0
14,9,5,1,1,0,2,0,0,0.0,0
21,19,2,3,0,15,1,0,0,0.714,1
23,13,10,3,0,10,2,0,1,0.435,1
181,7,174,4,4,13,12,0,0,0.072,0
35,11,24,1,1,0,3,0,0,0.0,0
31,11,20,1,1,0,1,0,0,0.0,0
120,25,95,5,6,7,7,0,0,0.058,1
104,11,93,2,3,22,5,0,0,0.212,0
54,16,38,2,0,6,4,0,0,0.111,0
27,20,7,4,0,16,1,0,0,0.593,1
68,24,44,2,4,18,1,0,0,0.265,1
49,7,42,1,1,0,4,0,0,0.0,0
29,15,14,1,0,0,2,0,0,0.0,0
21,12,9,4,0,11,1,0,1,0.524,1
22,13,9,1,0,0,1,0,0,0.0,0
33,20,13,2,2,0,1,0,0,0.0,1
21,19,2,3,0,15,1,0,0,0.714,1
21,19,2,3,0,15,1,0,0,0.714,1
42,9,33,1,2,0,3,0,0,0.0,0
35,11,24,1,1,0,3,0,0,0.0,0
25,18,7,4,0,14,1,0,0,0.56,1
35,13,22,4,0,12,2,0,1,0.343,1
40,13,27,2,0,4,4,0,0,0.1,0
28,13,15,4,0,15,2,0,1,0.536,1
106,25,81,4,7,18,5,0,0,0.17,1
28,10,18,2,0,1,2,0,0,0.036,0
100,25,75,4,3,5,6,0,0,0.05,1
49,11,38,2,1,6,4,0,0,0.122,0
36,9,27,2,0,6,3,0,0,0.167,0
20,18,2,3,0,14,1,0,0,0.7,1
22,10,12,2,1,0,1,0,0,0.0,0
41,15,26,1,0,0,2,0,0,0.0,0
91,25,66,4,1,4,5,0,0,0.044,1
23,13,10,2,0,0,1,0,0,0.0,1
23,9,14,2,0,0,2,0,0,0.0,0
17,6,11,1,0,0,1,0,0,0.0,0
101,25,76,4,4,2,5,0,0,0.02,1
37,14,23,5,0,11,2,0,1,0.297,1
65,21,44,2,4,27,1,0,0,0.415,1
45,17,28,1,1,0,2,0,0,0.0,0
36,11,25,2,0,7,2,0,0,0.194,1
29,9,20,1,0,0,2,0,0,0.0,0
18,11,7,3,0,11,1,0,1,0.611,1
52,14,38,1,2,0,4,0,0,0.0,0
96,25,71,6,3,5,5,0,0,0.052,1
13,6,7,1,0,1,2,0,0,0.077,0
50,30,20,2,0,0,2,0,0,0.0,1
80,25,55,4,3,2,5,0,0,0.025,1
29,18,11,1,2,0,3,0,0,0.0,0
92,25,67,5,2,4,6,0,0,0.043,1
15,9,6,1,0,0,1,0,0,0.0,0
27,12,15,4,0,11,2,0,1,0.407,1
42,9,33,2,0,6,4,0,0,0.143,0
36,11,25,1,1,0,3,0,0,0.0,0
62,18,44,2,4,22,1,0,0,0.355,1
102,25,77,5,3,7,8,0,0,0.069,1
22,13,9,4,0,10,1,0,1,0.455,1
20,18,2,3,0,14,1,0,0,0.7,1
41,19,22,1,2,0,2,0,0,0.0,0
104,25,79,4,2,5,5,0,0,0.048,1
26,19,7,4,0,15,1,0,0,0.577,1
25,18,7,4,0,14,1,0,0,0.56,1
40,21,19,2,0,0,3,0,0,0.0,0
19,10,9,1,0,0,2,0,0,0.0,0
34,12,22,1,0,0,3,0,0,0.0,0
24,17,7,4,0,13,1,0,0,0.542,1
138,25,113,4,5,5,6,0,0,0.036,1
37,12,25,4,0,13,2,0,1,0.351,1
102,10,92,5,1,19,4,0,0,0.186,0
61,55,6,3,3,8,1,0,0,0.131,1
64,20,44,2,4,21,1,0,0,0.328,1
99,26,73,5,6,23,4,0,0,0.232,1
31,13,18,2,1,4,1,0,0,0.129,0
60,23,37,2,4,24,1,0,0,0.4,1
115,25,90,5,3,5,5,0,0,0.043,1
39,7,32,1,1,0,3,0,0,0.0,0
18,11,7,3,0,10,1,0,1,0.556,1
25,18,7,4,0,14,1,0,0,0.56,1
73,25,48,4,4,2,6,0,0,0.027,1
72,25,47,4,0,6,5,0,0,0.083,1
29,17,12,1,0,0,2,0,0,0.0,0
26,10,16,1,0,0,2,0,0,0.0,0
118,6,112,4,7,6,6,0,0,0.051,0
25,18,7,4,0,14,1,0,0,0.56,1
30,9,21,1,1,0,2,0,0,0.0,0
34,10,24,1,1,0,3,0,0,0.0,0
32,11,21,1,1,0,3,0,0,0.0,0
18,11,7,3,0,14,1,0,1,0.778,1
20,18,2,3,0,14,1,0,0,0.7,1
15,10,5,1,0,0,1,0,0,0.0,0
29,15,14,1,1,0,1,0,0,0.0,0
20,13,7,3,0,13,2,0,1,0.65,1
37,15,22,1,2,3,3,0,0,0.081,0
31,9,22,1,1,0,3,0,0,0.0,0
64,20,44,2,4,25,1,0,0,0.391,1
21,19,2,3,0,15,1,0,0,0.714,1
27,15,12,4,0,14,1,0,1,0.519,1
45,12,33,1,0,0,5,0,0,0.0,0
22,13,9,3,0,11,2,0,1,0.5,1
44,11,33,1,3,0,4,0,0,0.0,0
25,14,11,4,0,11,2,0,1,0.44,1
21,19,2,3,0,15,1,0,0,0.714,1
15,11,4,1,0,0,2,0,0,0.0,0
19,14,5,1,0,0,1,0,0,0.0,0
30,10,20,1,1,0,1,0,0,0.0,0
55,9,46,1,4,0,3,0,0,0.0,0
107,25,82,5,9,7,5,0,0,0.065,1
37,25,12,2,2,1,1,0,0,0.027,1
54,7,47,2,0,0,5,0,0,0.0,0
21,19,2,3,0,15,1,0,0,0.714,1
65,15,50,2,2,19,4,0,0,0.292,1
33,17,16,2,0,2,2,0,0,0.061,1
18,15,3,1,0,0,1,0,0,0.0,0
31,9,22,1,0,0,3,0,0,0.0,0
89,12,77,2,6,5,4,0,0,0.056,0
42,6,36,1,2,0,3,0,0,0.0,0
47,42,5,7,0,9,1,0,0,0.191,1
44,6,38,1,3,0,2,0,0,0.0,0
99,25,74,5,2,5,7,0,0,0.051,1
37,14,23,4,0,13,2,0,1,0.351,1
22,11,11,1,0,0,3,0,0,0.0,0
26,13,13,3,0,10,2,0,1,0.385,1
17,11,6,1,0,0,1,0,0,0.0,0
31,13,18,1,1,0,2,0,0,0.0,0
32,13,19,1,0,0,2,0,0,0.0,0
134,25,109,4,7,6,5,0,0,0.045,1
116,9,107,5,5,21,4,0,0,0.181,0
40,13,27,2,0,2,3,0,0,0.05,1
36,11,25,1,0,0,4,0,0,0.0,0
25,12,13,3,0,10,2,0,1,0.4,1
91,11,80,1,4,6,5,0,0,0.066,0
28,9,19,2,0,0,4,0,0,0.0,0
124,25,99,5,1,4,7,0,0,0.032,1
40,9,31,2,1,0,3,0,0,0.0,0
22,12,10,1,0,0,2,0,0,0.0,0
118,25,93,4,2,2,5,0,0,0.017,1
30,11,19,1,1,0,3,0,0,0.0,0
104,25,79,4,3,5,6,0,0,0.048,1
26,19,7,4,0,15,1,0,0,0.577,1
31,17,14,2,0,5,2,0,0,0.161,1
31,10,21,1,1,0,2,0,0,0.0,0
23,21,2,3,0,17,1,0,0,0.739,1
21,11,10,1,1,0,2,0,0,0.0,0
25,18,7,4,0,14,1,0,0,0.56,1
22,9,13,1,1,0,2,0,0,0.0,0
122,25,97,5,4,4,5,0,0,0.033,1
23,14,9,3,0,13,2,0,1,0.565,1
21,6,15,1,0,0,2,0,0,0.0,0
35,10,25,1,1,0,2,0,0,0.0,0
53,7,46,1,3,8,5,0,0,0.151,0
42,10,32,1,4,0,2,0,0,0.0,0
44,15,29,1,1,0,3,0,0,0.0,0
24,14,10,1,0,0,1,0,0,0.0,0
31,11,20,1,0,0,3,0,0,0.0,0
36,10,26,1,2,0,2,0,0,0.0,0
15,9,6,1,0,0,1,0,0,0.0,0
19,9,10,1,0,0,1,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
132,9,123,5,2,21,6,0,0,0.159,0
50,12,38,2,0,12,4,0,0,0.24,0
38,9,29,1,0,0,3,0,0,0.0,0
26,9,17,1,2,0,3,0,0,0.0,0
19,9,10,1,0,0,2,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
21,19,2,3,0,15,1,0,0,0.714,1
71,11,60,4,2,15,4,0,0,0.211,0
22,13,9,4,0,10,1,0,1,0.455,1
22,20,2,3,0,16,1,0,0,0.727,1
89,25,64,4,5,2,5,0,0,0.022,1
19,11,8,1,0,0,1,0,0,0.0,0
20,10,10,1,0,0,2,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
122,11,111,5,2,19,6,0,0,0.156,0
24,17,7,4,0,13,1,0,0,0.542,1
26,19,7,4,0,15,1,0,0,0.577,1
31,10,21,1,1,0,2,0,0,0.0,0
11,8,3,1,0,0,1,0,0,0.0,0
94,25,69,4,3,2,5,0,0,0.021,1
38,10,28,1,0,0,2,0,0,0.0,0
61,14,47,1,3,0,4,0,0,0.0,0
21,13,8,4,0,10,1,0,1,0.476,1
95,25,70,4,1,8,5,0,0,0.084,1
19,10,9,1,0,0,1,0,0,0.0,0
18,14,4,3,0,12,1,0,1,0.667,1
35,10,25,1,1,0,2,0,0,0.0,0
48,10,38,2,1,6,4,0,0,0.125,0
34,22,12,2,0,5,1,0,0,0.147,1
19,13,6,3,0,12,1,0,1,0.632,1
119,9,110,5,0,18,6,0,0,0.151,0
41,6,35,2,1,1,3,0,0,0.024,0
65,21,44,2,4,27,1,0,0,0.415,1
38,15,23,1,0,0,3,0,0,0.0,0
20,18,2,3,0,14,1,0,0,0.7,1
26,19,7,4,0,15,1,0,0,0.577,1
25,18,7,4,0,14,1,0,0,0.56,1
19,13,6,4,0,11,1,0,1,0.579,1
95,25,70,4,3,2,5,0,0,0.021,1
34,17,17,2,0,2,2,0,0,0.059,1
64,13,51,4,0,17,2,0,1,0.266,1
32,10,22,3,0,0,2,0,0,0.0,0
18,14,4,3,0,12,1,0,1,0.667,1
20,8,12,1,0,0,1,0,0,0.0,0
39,11,28,2,0,0,2,0,0,0.0,0
52,10,42,2,0,15,4,0,0,0.288,0
22,12,10,1,1,0,2,0,0,0.0,0
19,12,7,3,0,13,1,0,1,0.684,1
19,12,7,3,0,12,1,0,1,0.632,1
64,11,53,2,3,1,4,0,0,0.016,0
71,27,44,2,4,22,1,0,0,0.31,1
21,19,2,3,0,15,1,0,0,0.714,1
21,15,6,1,0,0,1,0,0,0.0,0
48,11,37,1,2,0,4,0,0,0.0,0
20,9,11,1,0,0,3,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
21,10,11,1,1,0,1,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
18,13,5,3,0,11,1,0,1,0.611,1
23,14,9,4,0,12,1,0,1,0.522,1
15,11,4,1,0,0,2,0,0,0.0,0
16,10,6,1,0,0,1,0,0,0.0,0
25,10,15,2,0,0,2,0,0,0.0,0
40,14,26,1,0,0,3,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
29,11,18,1,1,0,1,0,0,0.0,0
19,12,7,3,0,11,1,0,1,0.579,1
43,11,32,1,3,0,4,0,0,0.0,0
54,14,40,1,2,0,4,0,0,0.0,0
28,10,18,2,0,0,2,0,0,0.0,0
27,12,15,1,1,0,1,0,0,0.0,0
20,7,13,1,0,5,4,0,0,0.25,0
22,20,2,3,0,16,1,0,0,0.727,1
33,18,15,1,0,0,2,0,0,0.0,0
43,6,37,2,2,2,3,0,0,0.047,0
27,20,7,4,0,16,1,0,0,0.593,1
20,18,2,3,0,14,1,0,0,0.7,1
39,12,27,1,1,1,3,0,0,0.026,0
110,6,104,4,5,5,6,0,0,0.045,0
34,12,22,4,0,13,2,0,1,0.382,1
35,9,26,1,0,0,3,0,0,0.0,0
20,18,2,3,0,14,1,0,0,0.7,1
33,9,24,1,2,0,2,0,0,0.0,0
17,9,8,1,0,0,2,0,0,0.0,0
30,13,17,4,0,13,1,0,1,0.433,1
22,20,2,3,0,16,1,0,0,0.727,1
28,10,18,2,0,0,2,0,0,0.0,0
33,10,23,1,1,0,2,0,0,0.0,0
22,15,7,1,0,0,2,0,0,0.0,0
107,25,82,4,4,4,6,0,0,0.037,1
64,27,37,2,4,21,1,0,0,0.328,1
48,14,34,5,0,11,2,0,1,0.229,1
31,13,18,4,0,14,2,0,1,0.452,1
66,17,49,1,3,0,3,0,0,0.0,0
54,16,38,2,0,6,4,0,0,0.111,0
12,6,6,1,0,0,1,0,0,0.0,0
109,9,100,5,3,21,4,0,0,0.193,0
37,14,23,1,1,0,3,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
22,20,2,3,0,16,1,0,0,0.727,1
87,25,62,4,2,2,5,0,0,0.023,1
29,12,17,4,1,9,1,0,1,0.31,1
20,6,14,1,0,0,2,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
41,11,30,1,1,0,4,0,0,0.0,0
18,9,9,1,0,0,2,0,0,0.0,0
35,15,20,1,0,0,3,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
23,10,13,1,1,0,1,0,0,0.0,0
150,9,141,6,1,19,7,0,0,0.127,0
46,9,37,2,1,0,4,0,0,0.0,0
47,18,29,2,2,13,1,0,0,0.277,0
31,19,12,1,1,0,1,0,0,0.0,0
46,13,33,4,0,22,2,0,1,0.478,1
43,11,32,1,3,0,4,0,0,0.0,0
113,25,88,4,4,5,5,0,0,0.044,1
26,12,14,1,0,5,2,0,0,0.192,0
26,19,7,4,0,15,1,0,0,0.577,1
28,17,11,1,0,0,1,0,0,0.0,0
21,11,10,1,1,1,3,0,0,0.048,0
81,7,74,1,8,8,6,0,0,0.099,0
69,25,44,2,4,22,1,0,0,0.319,1
57,9,48,2,1,0,6,0,0,0.0,0
42,10,32,1,2,0,3,0,0,0.0,0
37,11,26,1,0,4,5,0,0,0.108,0
42,13,29,4,0,10,2,0,1,0.238,1
13,9,4,1,0,1,1,0,0,0.077,0
30,11,19,1,1,0,3,0,0,0.0,0
21,7,14,2,0,0,1,0,0,0.0,0
16,14,2,3,0,11,1,0,1,0.688,1
73,15,58,5,3,27,2,0,1,0.37,1
103,10,93,3,1,42,3,0,0,0.408,0
56,33,23,3,0,4,2,0,0,0.071,1
24,10,14,1,1,0,1,0,0,0.0,0
28,11,17,1,1,0,3,0,0,0.0,0
17,11,6,1,1,0,1,0,0,0.0,0
40,10,30,1,1,0,3,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
46,12,34,1,2,0,3,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
16,11,5,1,0,0,2,0,0,0.0,0
33,15,18,1,1,0,3,0,0,0.0,0
51,7,44,1,3,8,5,0,0,0.157,0
40,11,29,1,0,0,3,0,0,0.0,0
22,20,2,3,0,16,1,0,0,0.727,1
20,11,9,1,0,0,2,0,0,0.0,0
15,9,6,1,0,0,1,0,0,0.0,0
39,10,29,1,1,0,3,0,0,0.0,0
117,25,92,5,4,6,5,0,0,0.051,1
22,20,2,3,0,16,1,0,0,0.727,1
23,19,4,3,0,16,1,0,0,0.696,1
51,11,40,1,4,0,4,0,0,0.0,0
80,25,55,4,2,2,5,0,0,0.025,1
20,7,13,1,0,5,4,0,0,0.25,0
32,10,22,1,0,0,3,0,0,0.0,0
25,13,12,2,0,0,1,0,0,0.0,0
59,12,47,2,0,1,4,0,0,0.017,0
20,6,14,1,0,0,2,0,0,0.0,0
27,20,7,4,0,16,1,0,0,0.593,1
27,20,7,4,0,16,1,0,0,0.593,1
85,25,60,4,3,3,5,0,0,0.035,1
59,22,37,2,4,17,1,0,0,0.288,1
28,10,18,2,0,0,2,0,0,0.0,0
18,13,5,3,0,10,1,0,1,0.556,1
38,14,24,1,1,0,3,0,0,0.0,0
34,9,25,1,0,0,2,0,0,0.0,0
34,12,22,4,0,11,3,0,1,0.324,1
28,21,7,4,0,17,1,0,0,0.607,1
38,9,29,1,0,0,5,0,0,0.0,0
53,12,41,1,5,0,2,0,0,0.0,0
49,15,34,1,2,0,2,0,0,0.0,0
37,15,22,1,1,0,3,0,0,0.0,0
36,20,16,2,0,0,2,0,0,0.0,1
26,19,7,4,0,15,1,0,0,0.577,1
42,15,27,1,1,0,3,0,0,0.0,0
31,12,19,1,0,0,2,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
43,12,31,2,4,19,3,0,0,0.442,0
113,6,107,4,5,5,6,0,0,0.044,0
115,25,90,4,2,13,5,0,0,0.113,1
19,12,7,3,0,12,1,0,1,0.632,1
42,20,22,1,2,0,3,0,0,0.0,0
58,13,45,4,0,30,2,0,1,0.517,1
85,25,60,4,2,4,5,0,0,0.047,1
14,5,9,2,1,0,1,0,0,0.0,0
82,7,75,1,7,8,6,0,0,0.098,0
31,11,20,1,0,4,2,0,0,0.129,0
78,25,53,5,4,8,5,0,0,0.103,1
24,15,9,1,0,0,2,0,0,0.0,0
17,13,4,3,0,10,1,0,1,0.588,1
21,19,2,3,0,15,1,0,0,0.714,1
47,13,34,5,0,10,2,0,1,0.213,1
19,9,10,1,0,0,2,0,0,0.0,0
15,6,9,1,0,0,1,0,0,0.0,0
31,8,23,1,1,0,1,0,0,0.0,0
35,17,18,2,0,4,2,0,0,0.114,1
72,25,47,3,0,0,6,0,0,0.0,1
34,10,24,1,2,0,2,0,0,0.0,0
26,19,7,4,0,15,1,0,0,0.577,1
38,11,27,1,1,0,4,0,0,0.0,0
46,10,36,2,3,4,2,0,0,0.087,0
27,6,21,1,2,2,2,0,0,0.074,0
103,25,78,4,7,5,5,0,0,0.049,1
46,12,34,5,0,9,2,0,1,0.196,1
24,9,15,1,0,0,2,0,0,0.0,0
89,25,64,4,2,2,6,0,0,0.022,1
20,15,5,3,0,13,1,0,1,0.65,1
111,25,86,4,4,5,7,0,0,0.045,1
83,25,58,4,2,2,5,0,0,0.024,1
109,25,84,4,4,5,5,0,0,0.046,1
